# Unseeded corpus words
# Each row is attested in the corpus and cannot reach an MDB gloss through the registered resolution paths.
# corpus_sentences: 210204
# corpus_tokens: 1776902
# equivalences_sha256: 5099aaae8ee6a40dc8a03b6502db3b757a49d79671258f0ed172fc2fed426665
# reviews_sha256: none
# scanned_unresolved_occurrences: 113715
# resolved_lexical_equivalence: 26
# resolved_conditioned_form: 190
# resolved_tagger_lemma: 1735
rank	form	occurrences	collection_count	dialect_count	region_count	surfaces	collections	dialects	dialect_paths	regions	tagger_lemmas	tagger_pos	review_disposition	suggested_parse	evidence	note	contexts
1030	yayutari	10	2	0	0	"[""yayutari""]"	"[""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""アイヌ語弁論大会""]"	[]	[]	[]	"[{""value"":""yayutari"",""count"":10}]"	"[{""value"":""NOUN"",""count"":2}]"	unreviewed				"[{""sentence_id"":""x-social/aynuitak_jiji#1112"",""text"":""yayutari"",""translation"":""自分の仲間の"",""collection"":""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""document"":""非ウポポイ系アイヌ (@aynuitak_jiji)"",""dialect"":null,""dialect_path"":null,""region"":null,""uri"":""https://x.com/aynuitak_jiji/status/687771323934752768"",""source_slug"":null},{""sentence_id"":""zaidan-benron/27/00#12"",""text"":""ta koraci, aynu ponmenoko sinrici pakno, cikayhekaci ari porse kane yayutari kemnu kane an. a=omap ka ta ramatcak utar ne ari, kasi un suy sisam tura uwetusmak wa an=rapokkikar utar ne ari hawean. na akkarino, yayutari kewtumu yupkehawe kosuyekar siri ene okay hi."",""translation"":""ここでは、アイヌの少女が自ら、先祖を含む同族を幼い子供と呼びながら憐れんでいます。可愛くも、愚かな人々として、そしてさらに競争に敗れた人々であるとしています。それにとどまらず、同族の人格への非難が続きます。"",""collection"":""アイヌ語弁論大会"",""document"":""知里幸恵生誕120年に思う事"",""dialect"":null,""dialect_path"":null,""region"":null,""uri"":""https://www.ff-ainu.or.jp/web/learn/language/itakanro/files/r05_pg_22.pdf"",""source_slug"":""ainu-speech-contest""}]"
1031	yuptonoke	10	2	2	1	"[""yuptonoke""]"	"[""北海道立アイヌ民族文化研究センター紀要"",""平取町アイヌ口承文芸""]"	"[""沙流"",""虻田""]"	"[""北海道/南西/沙流"",""北海道/南西/虻田""]"	"[""北海道""]"	"[{""value"":""yuptonoke"",""count"":10}]"	[]	unreviewed				"[{""sentence_id"":""biratori/016/006#48"",""text"":""usaynekatap a=yuptonoke iki na.”"",""translation"":""いったいなにを我がお兄さまはしているんだか」"",""collection"":""平取町アイヌ口承文芸"",""document"":""ルパイェユカㇻ「アトゥイソカタ　クッタㇻ　モシㇼ」海の上のイタドリの国"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?matCd=N016P&typeAudio=on"",""source_slug"":""biratori-ainu-oral-literature""},{""sentence_id"":""center/015/0#422"",""text"":""a=yuptonoke"",""translation"":""私の兄に"",""collection"":""北海道立アイヌ民族文化研究センター紀要"",""document"":""アイヌ語虻田方言の英雄叙事詩（yukar）テキストとその言語的特徴（1）"",""dialect"":""虻田"",""dialect_path"":""北海道/南西/虻田"",""region"":""北海道"",""uri"":""https://ainu-center.hm.pref.hokkaido.lg.jp/kankou/kiyou/pdf/kiyou15-01.pdf"",""source_slug"":""hokkaido-ainu-culture-center-bulletin""}]"
1032	ikeka	9	7	3	1	"[""ikeka""]"	"[""AA研アイヌ語資料"",""アイヌタイムズ"",""アイヌ神謡集"",""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""アイヌ語ラジオ講座テキスト"",""アイヌ語教材テキスト"",""知里幸恵のウウェペケレ（昔話）""]"	"[""幌別"",""沙流・千歳"",""静内""]"	"[""北海道/北東/静内"",""北海道/南西/幌別"",""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""ikeka"",""count"":9}]"	[]	unreviewed				"[{""sentence_id"":""aa-irc/017#38"",""text"":""rewsi apeare[23]=an wa ikokanu=an hine oka=an ikeka,"",""translation"":""泊まりの火を焚いて、耳を澄ましていたのだが、"",""collection"":""AA研アイヌ語資料"",""document"":""音声資料 織田ステノさん口演・阪口諒聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 Moyuk（前半）"",""dialect"":""静内"",""dialect_path"":""北海道/北東/静内"",""region"":""北海道"",""uri"":""https://ainugo.aa-ken.jp/main.php?id=17"",""source_slug"":""ilcaa-ainu-materials""},{""sentence_id"":""ainu-times/025/4#12"",""text"":""orwa kesto kesto ay pirihi mun sinrit ani kasi an=oyki yakka nani ekota wen kasuy. ponno pirka ikeka kanna suy wen. sine an ta tumam kasi huppa okere. ne to ta mawtuy.\"""",""translation"":""それから、毎日毎日、矢の傷、草の根で直したが、だんだん悪くなって、少し良くなっても、また悪くなり、ある日からだ全体が腫れて、その日に亡くなりました。」"",""collection"":""アイヌタイムズ"",""document"":""surku"",""dialect"":""沙流・千歳"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://otarunay.at-ninja.jp/taimuzu.html"",""source_slug"":""ainu-times""},{""sentence_id"":""x-social/aynuitak_jiji#1293"",""text"":""wakkata ikeka"",""translation"":null,""collection"":""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""document"":""非ウポポイ系アイヌ (@aynuitak_jiji)"",""dialect"":null,""dialect_path"":null,""region"":null,""uri"":""https://x.com/aynuitak_jiji/status/717555317572128773"",""source_slug"":null}]"
1033	cipa	9	6	1	1	"[""cipa""]"	"[""AA研アイヌ語資料"",""アイヌ語アーカイブ"",""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""トピック別 アイヌ語会話辞典"",""平取町アイヌ口承文芸"",""鍋沢元蔵筆録ノート""]"	"[""沙流""]"	"[""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""cipa"",""count"":9}]"	"[{""value"":""NOUN"",""count"":5},{""value"":""ADP"",""count"":2},{""value"":""VERB"",""count"":2}]"	unreviewed				"[{""sentence_id"":""aa-irc/016#217"",""text"":""ewonne inaw cipa turano"",""translation"":""水に浸かった幣場と一緒に"",""collection"":""AA研アイヌ語資料"",""document"":""音声資料 川上まつ子さん口演・喜多直人聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 13"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.aa-ken.jp/main.php?id=16"",""source_slug"":""ilcaa-ainu-materials""},{""sentence_id"":""biratori/023/005#123"",""text"":""inaw cipa だか inaw hopuni hawe ne yakun"",""translation"":""（外の）祭壇か、イナウ（幣束）が飛んで行ったという話であれば、"",""collection"":""平取町アイヌ口承文芸"",""document"":""ウエペケㇾ「ペトウエカリ　ウン　カムイ」川の合流地の神"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?matCd=N023P&typeAudio=on"",""source_slug"":""biratori-ainu-oral-literature""},{""sentence_id"":""nabesawa/009#56"",""text"":""sekor itak ki p ne korka a=kor ekasi i=kaspaotte ki rok katu oka rok kusu kosomotasnu a=ki wa tapne Kamuy’otopus Ciuseresu a=eukotama otuwan cipa a=koterkere"",""translation"":""と言うのだがお爺さんが私に言いつけていたことがあったので知らんふりをしてカムイオトプㇱとチウセレスとにまとめて何十もの斬撃を投げつけた。"",""collection"":""鍋沢元蔵筆録ノート"",""document"":""yukar-2"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://minpaku.repo.nii.ac.jp/record/4895/files/SER134_04.pdf"",""source_slug"":""nabesawa-motozo-notebooks""}]"
1034	eroski	9	6	4	2	"[""eroski""]"	"[""elpr-a2"",""アイヌ語ラジオ講座テキスト"",""アイヌ語訳新約聖書"",""川上まつ子の伝承"",""平取町アイヌ口承文芸"",""鍋沢元蔵筆録ノート""]"	"[""ライチシカ"",""北海道"",""沙流"",""白老""]"	"[""北海道"",""北海道/南西/沙流"",""北海道/南西/白老"",""樺太/西海岸/来知志""]"	"[""北海道"",""樺太""]"	"[{""value"":""eroski"",""count"":9}]"	[]	unreviewed				"[{""sentence_id"":""bible/psa/011#3"",""text"":""Inkar=an wen utar anakne kor ku korewpa, Ku ka kata kor ay atte, Kewtum owpeka kur siri-kunne an hi ta ay-eroski kuni kusu ne na."",""translation"":""見よ、主に逆らう者が弓を張り、弦に矢をつがえ闇の中から心のまっすぐな人を射ようとしている。"",""collection"":""アイヌ語訳新約聖書"",""document"":""11"",""dialect"":""北海道"",""dialect_path"":""北海道"",""region"":""北海道"",""uri"":""https://www.bible.com/versions/1944"",""source_slug"":""ainu-new-testament""},{""sentence_id"":""biratori/002/006#104"",""text"":""cise tom a=eroski hine"",""translation"":""家の壁に（？）さして、"",""collection"":""平取町アイヌ口承文芸"",""document"":""ウエペケㇾ「パㇱクㇽ　ウタサ　イタㇰ　ヒ　アヌ」カラスのおしゃべりを聞く"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?matCd=N002P&typeAudio=on"",""source_slug"":""biratori-ainu-oral-literature""},{""sentence_id"":""elpr-a2/039/fujiyama/004#234"",""text"":""eroski teh, hotari kanne an"",""translation"":""さっき立てた、立っている"",""collection"":""elpr-a2"",""document"":""ウチャシクマ 4 (言い伝え4)"",""dialect"":""ライチシカ"",""dialect_path"":""樺太/西海岸/来知志"",""region"":""樺太"",""uri"":""urn:issn:1346-082X"",""source_slug"":""corpus-sghwzc""}]"
1035	oypepihi	9	6	2	2	"[""oypepihi""]"	"[""アイヌ語アーカイブ"",""アイヌ語教材テキスト"",""北海道立アイヌ民族文化研究センター紀要"",""川上まつ子の伝承"",""平取町アイヌ口承文芸"",""浅井タケ昔話全集 I, II""]"	"[""小田洲"",""沙流""]"	"[""北海道/南西/沙流"",""樺太/西海岸/小田洲""]"	"[""北海道"",""樺太""]"	"[{""value"":""oypepihi"",""count"":9}]"	[]	unreviewed				"[{""sentence_id"":""aa-asai/040#38"",""text"":""'ipe kara 'omantene taa, 'acahcipo 'oypepihi taa ceh 'oro'oo 'ike 'oro'oo teh taa"",""translation"":""女はご飯を作って、ババの食器を出して、ご飯をついでついで、そして"",""collection"":""浅井タケ昔話全集 I, II"",""document"":""イムー女 -90"",""dialect"":""小田洲"",""dialect_path"":""樺太/西海岸/小田洲"",""region"":""樺太"",""uri"":""http://www.aa.tufs.ac.jp/~mmine/kiki_gen/murasaki/at40aj.html"",""source_slug"":""asai-take-folktales""},{""sentence_id"":""biratori/001/008#49"",""text"":""a=oypepihi e=nupehe o wa, a=e ka eaykap hi kusu"",""translation"":""私の食器にあなたの涙が入って、私は食べることもできないので"",""collection"":""平取町アイヌ口承文芸"",""document"":""シサㇺウエペケㇾ「ピㇼカ　チャペ　アレス」良い猫を育てた"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?matCd=N001P&typeAudio=on"",""source_slug"":""biratori-ainu-oral-literature""},{""sentence_id"":""center/011/04#223"",""text"":""a=uk tekhine ne cape oypepihi"",""translation"":""それを取ってネコの食器に"",""collection"":""北海道立アイヌ民族文化研究センター紀要"",""document"":""ネコに殺されそうになった友人を助けた男の話"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainu-center.hm.pref.hokkaido.lg.jp/kankou/kiyou/pdf/kiyou11-04.pdf"",""source_slug"":""hokkaido-ainu-culture-center-bulletin""}]"
1036	seko	9	6	3	1	"[""seko""]"	"[""AA研アイヌ語資料"",""アイヌ語アーカイブ"",""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""アイヌ語訳新約聖書"",""アイヌ語鵡川方言日本語‐アイヌ語辞典"",""平取町アイヌ口承文芸""]"	"[""北海道"",""沙流"",""鵡川""]"	"[""北海道"",""北海道/南西/沙流"",""北海道/南西/鵡川""]"	"[""北海道""]"	"[{""value"":""seko"",""count"":9}]"	"[{""value"":""NOUN"",""count"":2}]"	unreviewed				"[{""sentence_id"":""aa-irc/005#14"",""text"":""a=turá wa ék=an yak ikan, eci=ukópokor yakne i=koiyomap póka, a=ki p (seko) sekor hawean kor i=ciskokoyki hike ka ene"",""translation"":""一緒に来たら、ひょっとしてあなたたちに子供が生まれたらば、私は可愛がるだけでもしますもの」と話しながら私に泣きつくのですが、こんなに"",""collection"":""AA研アイヌ語資料"",""document"":""音声資料 「川上まつ子さん口演・浜田隆史聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 7」"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.aa-ken.jp/main.php?id=4"",""source_slug"":""ilcaa-ainu-materials""},{""sentence_id"":""bible/luk/002#14"",""text"":""Iyotta rikun kanto or ta an Kamuy orun nupeki an, Mosir kata okay pirka irenka kor utar or ta i=tom an na, seko-ran itak ani ye nisa ruwe ne."",""translation"":""「いと高きところには栄光、神にあれ、地には平和、御心に適う人にあれ。」"",""collection"":""アイヌ語訳新約聖書"",""document"":""2"",""dialect"":""北海道"",""dialect_path"":""北海道"",""region"":""北海道"",""uri"":""https://www.bible.com/versions/1944"",""source_slug"":""ainu-new-testament""},{""sentence_id"":""biratori/018/004#163"",""text"":""a=kor onnekur seko... neno hawean=an yakun"",""translation"":""と義理の父が言ったので、そのように私が言ったなら"",""collection"":""平取町アイヌ口承文芸"",""document"":""ウエペケㇾ「ウッコッナイ　アイヌ　アネ」好色が元で死んだ男の話（途中でテープ切れ）"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?matCd=N018P&typeAudio=on"",""source_slug"":""biratori-ainu-oral-literature""}]"
1037	yayko	9	6	6	2	"[""yayko""]"	"[""AA研アイヌ語資料"",""アイヌタイムズ"",""アイヌ語アーカイブ"",""アイヌ語口承文芸コーパス"",""アイヌ語訳新約聖書"",""浅井タケ昔話全集 I, II""]"	"[""北海道"",""千歳"",""小田洲"",""沙流"",""沙流・千歳"",""釧路""]"	"[""北海道"",""北海道/北東/釧路"",""北海道/南西/千歳"",""北海道/南西/沙流"",""樺太/西海岸/小田洲""]"	"[""北海道"",""樺太""]"	"[{""value"":""yayko"",""count"":9}]"	"[{""value"":""VERB"",""count"":2},{""value"":""NOUN"",""count"":1}]"	unreviewed				"[{""sentence_id"":""aa-asai/013#31"",""text"":""\"" 'orowa tani taa, yayko 'ahturi hannehka 'eysika kusu 'iki.\"""",""translation"":""「これからは、もうヤチブキを盗らないよ。」"",""collection"":""浅井タケ昔話全集 I, II"",""document"":""ヤチブキの話"",""dialect"":""小田洲"",""dialect_path"":""樺太/西海岸/小田洲"",""region"":""樺太"",""uri"":""http://www.aa.tufs.ac.jp/~mmine/kiki_gen/murasaki/at13aj.html"",""source_slug"":""asai-take-folktales""},{""sentence_id"":""aa-irc/020#168"",""text"":""oar yayko... yaykosina [22] eaykap kusu"",""translation"":""全く（自分に縛りつけて）背負うこともできないので"",""collection"":""AA研アイヌ語資料"",""document"":""音声資料 「川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 14（前半）"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.aa-ken.jp/main.php?id=20"",""source_slug"":""ilcaa-ainu-materials""},{""sentence_id"":""ainu-times/037/1#14"",""text"":""têpu ku=nu kor k=an akusu, teeta sonno arikiki no itak k=éraman hi késikarun wa sonno k=éyaykopuntek kusu, ku=yayko-orsutke kor k=árikiki kor k=an."",""translation"":""テープを聴いていると、昔、本当に一生懸命に言葉を勉強したことを思い出して本当にうれしいので、自分を励ましながらがんばっています。"",""collection"":""アイヌタイムズ"",""document"":""Uepeker \""shûtaisei\"" asinno a=sanke"",""dialect"":""沙流・千歳"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://otarunay.at-ninja.jp/taimuzu.html"",""source_slug"":""ainu-times""}]"
1038	ariki	9	5	5	1	"[""ariki"",""áriki""]"	"[""elpr-a2"",""アイヌ語・アイヌ文化研究の課題"",""アイヌ語教材テキスト"",""千徳太郎治のピウスツキ宛書簡"",""浅井タケ昔話全集 I, II""]"	"[""ライチシカ"",""小田洲"",""来知志"",""樺太"",""樺太（西海岸中部）""]"	"[""樺太"",""樺太/西海岸"",""樺太/西海岸/小田洲"",""樺太/西海岸/来知志""]"	"[""樺太""]"	"[{""value"":""ariki"",""count"":9}]"	"[{""value"":""VERB"",""count"":7}]"	unreviewed				"[{""sentence_id"":""aa-asai/041#94"",""text"":""\"" 'acahcipo, 'ipecikare, 'ipecikaree. hemata 'oyasikepihi ダカ 'inospa kusu tah kusu, teeta 'ariki 'anihi neyke 'isam, nah yee.\"""",""translation"":""「おばあさん、私を渡して、渡してちょうだい。なんだかお化けが私たちを追っかけてくるから、もし来たらいないと言って。」"",""collection"":""浅井タケ昔話全集 I, II"",""document"":""腫れ物 -90"",""dialect"":""小田洲"",""dialect_path"":""樺太/西海岸/小田洲"",""region"":""樺太"",""uri"":""http://www.aa.tufs.ac.jp/~mmine/kiki_gen/murasaki/at41aj.html"",""source_slug"":""asai-take-folktales""},{""sentence_id"":""chiba-358/4/1#0"",""text"":""Tan kotàn ohtà utása=an kusú áriki=an."",""translation"":""私はこの村を訪れるために来た。"",""collection"":""アイヌ語・アイヌ文化研究の課題"",""document"":""テキスト1"",""dialect"":""樺太（西海岸中部）"",""dialect_path"":""樺太/西海岸"",""region"":""樺太"",""uri"":""https://opac.ll.chiba-u.jp/da/curator/109483/358-p043.pdf"",""source_slug"":""chiba-ainu-research-issues""},{""sentence_id"":""elpr-a2/039/fujiyama/002#10"",""text"":""ariki=an koh an=cinkew utarike"",""translation"":""来ると、私の親達に"",""collection"":""elpr-a2"",""document"":""ウチャシクマ 2 (言い伝え2)"",""dialect"":""ライチシカ"",""dialect_path"":""樺太/西海岸/来知志"",""region"":""樺太"",""uri"":""urn:issn:1346-082X"",""source_slug"":""corpus-sghwzc""}]"
1039	de	9	5	4	2	"[""de""]"	"[""elpr-a2"",""アイヌタイムズ"",""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""北方言語研究"",""北海道立アイヌ民族文化研究センター紀要""]"	"[""ライチシカ"",""沙流"",""沙流・千歳"",""鵡川""]"	"[""北海道/南西/沙流"",""北海道/南西/鵡川"",""樺太/西海岸/来知志""]"	"[""北海道"",""樺太""]"	"[{""value"":""de"",""count"":9}]"	"[{""value"":""VERB"",""count"":4},{""value"":""ADP"",""count"":3},{""value"":""NOUN"",""count"":1}]"	unreviewed				"[{""sentence_id"":""ainu-times/014/2#33"",""text"":""híne káni anakne ne etoho ta iyotta k=eramasu sinotca anak \""Koko de Kisu-site (te ta en cokcoksekar)\"" ne."",""translation"":""私にとって個人的に圧巻だったのは「ここでキスして。」だ。"",""collection"":""アイヌタイムズ"",""document"":""Siina Ringo Raibu-Repôto"",""dialect"":""沙流・千歳"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://otarunay.at-ninja.jp/taimuzu.html"",""source_slug"":""ainu-times""},{""sentence_id"":""center/010/04#256"",""text"":""poro to kor kamuy ye itak DE NAIBA"",""translation"":""ポロトの神様の言うことばがなければ"",""collection"":""北海道立アイヌ民族文化研究センター紀要"",""document"":""松島トミさんの口承文芸 6"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainu-center.hm.pref.hokkaido.lg.jp/kankou/kiyou/pdf/kiyou10-04.pdf"",""source_slug"":""hokkaido-ainu-culture-center-bulletin""},{""sentence_id"":""elpr-a2/039/fujiyama/006#3"",""text"":""DE ihunke KORESA"",""translation"":""で イフンケ これさ それで子守歌をこれに"",""collection"":""elpr-a2"",""document"":""イフンケ 1 (子守歌1)"",""dialect"":""ライチシカ"",""dialect_path"":""樺太/西海岸/来知志"",""region"":""樺太"",""uri"":""urn:issn:1346-082X"",""source_slug"":""corpus-sghwzc""}]"
